,CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
3093,1604870,BAILLIE GIFFORD FUNDS SERVICES LLC,869448,CALTON SQUARE,1 GREENSIDE ROW,EDINBURGH, ,EH1 3AN
3094,1605195,LAURENTIAN CAPITAL (USA) INC,869450,1360 REN�-L�VESQUE BOULEVARD WEST,SUITE 620,MONTREAL, ,H3G0E5
3095,1605381,"WILSHIRE PACIFIC CAPITAL ADVISORS, LLC",869451,"8447 WILSHIRE BLVD., SUITE 202", ,BEVERLY HILLS,CA,90211
3096,1605382,ROSELAINE SECURITIES LLC,869452,1800 CENTURY PARK EAST,SUITE 580,LOS ANGELES,CA,90067
3097,1605581,W CAMPION CAPITAL LLC,869453,4242 SIX FORKS ROAD,SUITE 820,RALEIGH,NC,27609
3098,1605726,TRC MARKETS LLC,869454,710 JOHNNIE DODDS BLVD.,SUITE 300,MT. PLEASANT,SC,29464
3099,1606064,CRAFT CAPITAL MANAGEMENT LLC,869455,377 OAK STREET STE. 402, ,GARDEN CITY,NY,11530
3100,1606232,"IDX MARKETS, LLC",869459,"79 MADISON AVENUE, 5TH FL", ,NEW YORK,NY,10016
3101,1606233,"GX2 SPREAD MARKETS, LLC",869460,"190 S. LASALLE STREET, SUITE 1950", ,CHICAGO,IL,60603
3102,1607069,"BANYAN TREE SECURITIES, LLC",869463,21250 HAWTHORNE BLVD,SUITE 550,TORRANCE,CA,90503
3103,1607153,CYNDX ADVISORS LLC,869465,757 THIRD AVENUE,SUITE 1502,NEW YORK,NY,10017
3104,1608258,SEA OTTER SECURITIES GROUP LLC,869472,107 GRAND STREET,7TH FLOOR,NEW YORK,NY,10013
3105,1609177,LUMINEX TRADING & ANALYTICS LLC,869476,157 SEAPORT BOULEVARD,SUITE P3 - FIRST FLOOR,BOSTON,MA,02210
3106,1609178,"OAKPOINT SOLUTIONS, LLC",869477,100 SOUTH ASHLEY DRIVE,SUITE 1130,TAMPA,FL,33602
3107,1609516,"VELOCITY CAPITAL, LLC",869479,100 WALL STREET,SUITE 502,NEW YORK,NY,10005
3108,1609517,"RMK MARITIME CAPITAL, LLC",869480,352 SEVENTH AVENUE,SUITE 603,NEW YORK,NY,10001
3109,1609519,"KENMAR SECURITIES, LLC",869482,PO BOX 5537, ,NEW YORK,NY,10185-5537
3110,1609624,"AFS SECURITIES, LLC",869483,"404 WYMAN STREET, SUITE 100", ,WALTHAM,MA,02451
3111,1609895,"RAPID EXECUTION SERVICES, LLC",869485,624 W. FRANKLIN ST., ,WHEATON,IL,60187
3112,1609896,"REVERE MERCHANT SECURITIES, LLC",869486,650 5TH AVE 35TH FLOOR, ,NEW YORK,NY,10019
3113,1610239,OLD CITY SECURITIES LLC,869488,"445 CENTRAL AVENUE, SUITE 328", ,CEDARHURST,NY,11516
3114,1610412,"WIPFLI INSURANCE SERVICES, LLC",869489,2501 WEST BELTLINE HIGHWAY,SUITE 401,MADISON,WI,53713
3115,1610914,"GRT SECURITIES, LLC",869494,14614 NORTH KIERLAND BOULEVARD,SUITE 120,SCOTTSDALE,AZ,85254
3116,1610915,"FOCUS STRATEGIES MERCHANT BANKING, LLC",869495,901 S. MOPAC EXPRESSWAY,"BUILDING II, SUITE 350",AUSTIN,TX,78746
3117,1611133,RIVERSTONE CAPITAL SERVICES LLC,869497,712 5TH AVENUE, ,NEW YORK,NY,10019
3118,1611544,THALES CAPITAL PARTNERS LLC,869498,540 MADISON AVENUE,4TH FLOOR,NEW YORK,NY,10022
3119,1611659,MERIDIAN CAPITAL LLC,869499,1809 SEVENTH AVENUE,SUITE 1330,SEATTLE,WA,98101-1393
3120,1611660,TRUMID FINANCIAL LLC,869500,5 BRYANT PARK,8TH FLOOR,NEW YORK,NY,10018
3121,1611924,CHARTWELL TSC SECURITIES CORP.,869502,ONE OXFORD CENTRE,301 GRANT STREET,PITTSBURGH,PA,15219
3122,1612322,"AXIA CAPITAL MARKETS, LLC",869504,"555 MADISON AVENUE, SUITE 11A", ,NEW YORK,NY,10022
3123,1612589,"CHARLES TOWNE SECURITIES, LLC",869505,2 SANDWEDGE LANE,SUITE 405,ISLE OF PALMS,SC,29451
3124,1612778,REALCADRE LLC,869506,295 LAFAYETTE STREET, ,NEW YORK,NY,10012
3125,1613950,AXOS INVEST LLC,869507,9205 W RUSSELL ROAD,SUITE 400,LAS VEGAS,NV,89148
3126,1614322,EDELWEISS FINANCIAL SERVICES INC.,869508,205 E 42ND STREET,20TH FLOOR,NEW YORK,NY,10017
3127,1615360,HALIFAX AMERICA LLC,869511,5900 SEPULVEDA BLVD #332, ,SHERMAN OAKS,CA,91411
3128,1615481,"SMTX, LLC",869512,151 WEST 42 STREET,10TH FLOOR,NEW YORK,NY,10036
3129,1615950,MIAC CAPITAL MARKETS LLC,869515,"521 FIFTH AVENUE, SUITE 900", ,NEW YORK,NY,10175-0999
3130,1616094,"ORBIS INVESTMENTS (U.S.), LLC",869517,THREE CANAL PLAZA SUITE 100, ,PORTLAND,ME,04101
3131,1616095,"COMPASS DISTRIBUTORS, LLC",869518,THREE CANAL PLAZA SUITE 100, ,PORTLAND,ME,04101
3132,1616205,"ARK GLOBAL, LLC",869520,"44 WASHINGTON ST., SUITE 100", ,WELLESLEY HILLS,MA,02481
3133,1616344,CITADEL CLEARING LLC,869521,131 SOUTH DEARBORN STREET 32ND FLOOR, ,CHICAGO,IL,60603
3134,1616345,"WOLVERINE SECURITIES, LLC",869522,"175 W JACKSON BOULEVARD, SUITE 200", ,CHICAGO,IL,60604
3135,1616528,TIGERRISK CAPITAL STRATEGIES LLC,869523,1350 AVENUE OF THE AMERICAS,SUITE 3005,NEW YORK,NY,10019
3136,1617844,NEW CITY CAPITAL LLC,869525,2221 CAMINO DEL RIO SOUTH,SUITE 100,SAN DIEGO,CA,92108
3137,1617845,"OCEAN TOMO INVESTMENT GROUP, LLC",869526,"39 BROADWAY, SUITE 3300",ROOM 6,NEW YORK,NY,10006-3019
3138,1618939,"ESF EQUITY, LP",869530,31351 RANCHO VIEJO ROAD #205, ,SAN JUAN CAPISTRANO,CA,92675
3139,1620225,"MFA SECURITIES, LLC",869533,1 HIGHWOOD DRIVE, ,TEWKSBURY,MA,01876
3140,1620674,THREADMARK LP,869535,300 PARK AVENUE,12TH FLOOR,NEW YORK,NY,10022
3141,1620862,"OCTAGON CAPITAL GROUP, LLC",869536,21 WOODFIELD DRIVE,SUITE 204/205,SHORT HILLS,NJ,07078-1609
3142,1621132,"HOLLISTER ASSOCIATES, LLC",869538,713 NEW MARKET DRIVE, ,MT. PLEASANT,SC,29464
3143,1621396,"BAGBY FINANCIAL SERVICES, INC.",869539,302 NORTH WALNUT STREET, ,DEXTER,MO,63841
3144,1621966,SPURRIER CAPITAL PARTNERS LLC,869540,505 PARK AVENUE,16TH FLOOR,NEW YORK,NY,10022-1106
3145,1621967,REWIRE SECURITIES LLC,869541,40 EAST MONTGOMERY AVENUE,SUTIE 412,ARDMORE,PA,19003
3146,1622850,UCAP SECURITIES LLC,869543,275 MADISON AVE FL 38, ,NEW YORK,NY,10016
3147,1622967,MAINLINE SECURITIES LLC,869544,"308 EAST LANCASTER AVE, STE 302", ,WYNNEWOOD,PA,19096
3148,1623524,"TENOAKS ENERGY ADVISORS, LLC",869548,PARKWAY OFFICE CENTER NORTH,"14180 N. DALLAS PKWY., STE. 700",DALLAS,TX,75254
3149,1623787,VT DISTRIBUTORS LLC,869550,THREE CANAL PLAZA,SUITE 100,PORTLAND,ME,04101
3150,1623789,"STANDARD NEW YORK, INC.",869552,"520 MADISON AVENUE, 28TH FLOOR", ,NEW YORK,NY,10022
3151,1624268,AMBIT AMERICA INC.,869555,AMBIT AMERICA INC.,"370 LEXINGTON AVENUE, SUITE 803",NEW YORK,NY,10017
3152,1624694,"OLDEN LANE SECURITIES, LLC",869556,100 SOMERSET CORPORATE BLVD,SUITE 134-2ND FLOOR,BRIDGEWATER,NJ,08807
3153,1624846,PHILLIP CAPITAL INC.,869558,P.O. BOX 2594, ,CHICAGO,IL,60690
3154,1625242,VENTURE.CO BROKERAGE SERVICES LLC,869560,"171 BATTERY STREET, FIRST FLOOR", ,BURLINGTON,VT,05401
3155,1626248,"BANKERS LIFE SECURITIES, INC.",869562,111 E. WACKER DRIVE,STE 1900,CHICAGO,IL,60601
3156,1627302,"FEARNLEY SECURITIES, INC",869566,880 THIRD AVENUE,16TH FLOOR,NEW YORK,NY,10022
3157,1627419,CAPELLA SECURITIES LLC,869567,"39 BROADWAY, SUITE 3300",ROOM 11B,NEW YORK,NY,10006
3158,1628299,"LIQUIDITYEDGE, LLC.",869570,55 HUDSON YARDS,15TH FLOOR,NEW YORK,NY,10001
3159,1629268,ARCTIC SECURITIES LLC,869571,ONE ROCKEFELLER PLAZA,SUITE 1706,NEW YORK,NY,10124
3160,1629270,"ARCHSTONE CAPITAL, LLC",869573,"1401 NEW YORK AVENUE NW, SUITE 600", ,WASHINGTON,DC,20005
3161,1629791,EG MARKET TECHNOLOGIES LLC,869574,55 HUDSON YARDS,29TH FLOOR,NEW YORK,NY,10001
3162,1630396,"NOVA CAPITAL SOLUTIONS, LLC",869575,1600 SE 15TH STREET #305, ,FORT LAUDERDALE,FL,33316
3163,1630540,ACALYX ADVISORS INC.,869577,295 MADISON AVENUE,SUITE 1714,NEW YORK,NY,10017
3164,1630817,YR SECURITIES LLC,869578,"711 W. 21ST STREET, SUITE 105", ,NORFOLK,VA,23517
3165,1631661,GRAVITAS CAPITAL INTERNATIONAL INC.,869581,5 REVERE PLACE,"333 BAY STREET, 17TH FLOOR",TORONTO, ,M8Z 2Z1
3166,1632418,ICR CAPITAL LLC,869583,761 MAIN AVENUE, ,NORWALK,CT,06851-1080
3167,1635693,"AFL-CIO ITC FINANCIAL, LLC",869589,"815 CONNECTICUT AVENUE NW, SUITE 320", ,WASHINGTON,DC,20006
3168,1635823,"CALIBRE GROUP SECURITIES, LLC",869592,"707 GRANT STREET, SUITE 2320", ,PITTSBURGH,PA,15219
3169,1635978,ATREYU GROUP LLC,869593,1185 AVENUE OF THE AMERICAS,3RD FLOOR,NEW YORK,NY,10036
3170,1636361,"CAVANAL HILL DISTRIBUTORS, INC,",869595,"ONE WILLIAMS CENTER, 15TH FLOOR", ,TULSA,OK,74172
3171,1636362,"POINSETT SECURITIES, LLC",869596,777 LOWNDES HILL ROAD,"BLDG 3, SUITE 110",GREENVILLE,SC,29607
3172,1636515,"BAIN CAPITAL DISTRIBUTORS, LLC",869599,200 CLARENDON STREET,FLOOR 44,BOSTON,MA,02116
3173,1636608,"IASG ALTERNATIVES, LLC",869601,141 WEST JACKSON BLVD,SUITE 1525,CHICAGO,IL,60604
3174,1636752,DRUM CAPITAL CORP,869603,4139 VIA MARINA STE 801, ,MARINA DEL REY,CA,90292
3175,1637391,"THRIVENT DISTRIBUTORS, LLC",869606,901 MARQUETTE AVENUE,SUITE 2500,MINNEAPOLIS,MN,55402-3211
3176,1637392,EQUATEX US INC,869607,140 BROADWAY,SUITE 2211,NEW YORK,NY,10005
3177,1637543,"PNFP CAPITAL MARKETS, INC.",869608,"150 3RD AVE SOUTH, SUITE 900", ,NASHVILLE,TN,37201
3178,1638005,"INSTITUTIONAL BOND NETWORK, LLC",869609,"463 PENNSFIELD PLACE, SUITE 201", ,THOUSAND OAKS,CA,91360
3179,1638006,"BFY SECURITIES, LLC",869610,1253 WORCESTER RD.,SUITE 403,FRAMINGHAM,MA,01701
3180,1638007,"PREP SECURITIES, LLC",869611,1790 BONANZA DRIVE,SUITE 201,PARK CITY,UT,84060
3181,1638202,"CASTLE PLACEMENT, LLC",869612,1460 BROADWAY,5TH FLOOR,NEW YORK,NY,10036
3182,1638755,"INTREPID PARTNERS, LLC",869615,"540 MADISON AVENUE, 25TH FLOOR", ,NEW YORK,NY,10022
3183,1639104,SIGMA AMERICAS SECURITIES LLC,869616,125 PARK AVENUE,"25TH FLOOR, SUITE 2525",NEW YORK,NY,10017
3184,1640471,MADISON PAIGE SECURITIES LLC,869621,599 LEXINGTON AVENUE,47TH FLOOR,NEW YORK,NY,10022
3185,1640830,OPENDOOR SECURITIES LLC,869624,111 TOWN SQUARE NEWPORT FINANCIAL CENTER,SUITE 1500,JERSEY CITY,NJ,07310
3186,1640943,"SILICON PRAIRIE CAPITAL PARTNERS, LLC",869625,"475 CLEVELAND AVE, SUITE 101B",SUITE 115,ST. PAUL,MN,55104
3187,1643229,"MULLIGAN INVESTMENT BANKERS, LLC",869626,466 FOOTHILL,STE 377,LA CANADA,CA,91011
3188,1643230,UNLU SECURITIES INC.,869627,250 PARK AVENUE,SUITE 7065,NEW YORK,NY,10177
3189,1643658,S2K FINANCIAL LLC,869628,777 THIRD AVENUE,28TH FLOOR,NEW YORK,NY,10017
3190,1643659,T&G PRIVATE CAPITAL LLC,869629,733 THIRD AVENUE,16TH FLOOR,NEW YORK,NY,10017
3191,1644474,PANMURE GORDON SECURITIES LIMITED,869631,ONE NEW CHANGE, ,LONDON, ,EC4M 9AF
3192,1644476,"BOSTON INNOVATION CAPITAL, LLC",869633,39 EVERETT AVE., ,SOMERVILLE,MA,02145
3193,1644948,"REVL SECURITIES, LLC",869634,"1921 WALNUT STREET, 2ND FLOOR", ,PHILADELPHIA,PA,19103
3194,1645711,"CERES SECURITIES, LLC",869637,806 HOWARD ST,SUITE 200,SOUTH BEND,IN,46617
3195,1645874,"FOUNDERS M&A ADVISORY, LLC",869638,"2204 LAKESHORE DRIVE, SUITE 425", ,BIRMINGHAM,AL,35209-8855
3196,1645875,CAPITAL SUISSE LLC,869639,1000 SECOND AVENUE,SUITE 3200,SEATTLE,WA,98104
3197,1645876,"EF LEGACY SECURITIES, LLC",869640,"222 SOUTH 1ST STREET, SUITE 600", ,LOUISVILLE,KY,40202
3198,1646274,NVSTR FINANCIAL LLC,869642,PO BOX 145, ,NEW YORK,NY,10159-0145
3199,1646515,DUCERA SECURITIES LLC,869643,"11 TIMES SQUARE, FLOOR 36", ,NEW YORK,NY,10036
3200,1646516,"SHOREBRIDGE CAPITAL SECURITIES, LLC",869644,780 THIRD AVENUE,30TH FLOOR,NEW YORK,NY,10017
3201,1646680,"CLEARINGBID MARKETS, INC.",869646,SIX LANDMARK SQUARE,SUITE 403,STAMFORD,CT,06901
3202,1647385,16 POINTS LLC,869648,"39 BROADWAY, SUITE 3300",ROOM 14,NEW YORK,NY,10006
3203,1647386,"TASTYWORKS, INC.",869649,1000 WEST FULTON MARKET STREET,SUITE 220,CHICAGO,IL,60607
3204,1647525,"CVC FUNDING, LLC",869650,712 FIFTH AVENUE,SUITE 45B2,NEW YORK,NY,10019
3205,1647978,"CITIZENS CAPITAL MARKETS, INC.",869651,600 WASHINGTON BLVD,11TH FLOOR,STAMFORD,CT,06091
3206,1648812,DYNAMIC YIELDS CAPITAL MARKET,869653,1657 VIA CAMPO VERDE, ,SAN JOSE,CA,95120
3207,1648813,ZANBATO SECURITIES LLC,869654,PO BOX 1380, ,EAST NORTHPORT,NY,11731
3208,1649000,"SENTINUS-HALO SECURITIES, LLC",869655,700 COMMERCE DRIVE,SUITE 170,OAK BROOK,IL,60523
3209,1649283,OUTSET GLOBAL TRADING LIMITED,869657,1120 AVENUE OF THE AMERICAS,SUITE 1503,NEW YORK,NY,10036
3210,1649587,EASTERLY SECURITIES LLC,869661,138 CONANT STREET, ,BEVERLY,MA,01915
3211,1649718,CITADEL SECURITIES INSTITUTIONAL LLC,869663,131 SOUTH DEARBORN STREET 32ND FLOOR, ,CHICAGO,IL,60603
3212,1650209,"BETHESDA SECURITIES, LLC",869667,55 GREENS FARMS ROAD, ,WESTPORT,CT,06880
3213,1650211,PHILOSMITH SECURITIES LLC,869669,SIX LANDMARK SQUARE, ,STAMFORD,CT,06901
3214,1650711,M1 FINANCE LLC,869670,"200 N LASALLE STREET, SUITE 800", ,CHICAGO,IL,60601
3215,1650967,"RODMAN & RENSHAW, LLC",869671,430 PARK AVENUE, ,NEW YORK,NY,10022
3216,1652821,HAMILTON LANE SECURITIES LLC,869675,ONE PRESIDENTIAL BLVD, ,BALA CYNWYD,PA,19004
3217,1653382,"REPUBLIC PARTNERS, LLC",869677,"2000 NORTH RACINE AVENUE, SUITE 4700", ,CHICAGO,IL,60614-4045
3218,1653572,QUANTEDGE CAPITAL USA INC.,869679,540 MADISON AVENUE,SUITE 4B,NEW YORK,NY,10022
3219,1654411,"ARENA FINANCIAL SERVICES, LLC",869682,"405 LEXINGTON AVENUE, 59TH FLOOR", ,NEW YORK,NY,10174
3220,1654660,"Tritower Real Estate Capital, LLC",869683,"60 STATE STREET, SUITE 2250", ,BOSTON,MA,02109
3221,1654662,EQT PARTNERS BD LLC,869685,1114 AVENUE OF THE AMERICAS, ,NEW YORK,NY,10036
3222,1654971,APEXUS CAPITAL LLC,869687,321 19TH STREET, ,SANTA MONICA,CA,90402-2409
3223,1655327,EQUITYZEN SECURITIES LLC,869689,"30 BROAD STREET,",12TH FLOOR,NEW YORK,NY,10004
3224,1655660,OLD MISSION MARKETS LLC,869691,"314 W. SUPERIOR, SUITE 200", ,CHICAGO,IL,60654
3225,1656046,FARVAHAR CAPITAL LLC,869692,590 MADISON AVENUE,21ST FLOOR,NEW YORK,NY,10022
3226,1656347,HAITONG SECURITIES USA LLC,869694,"340 MADISON AVENUE, 12TH FLOOR", ,NEW YORK,NY,10173
3227,1657003,"BROOKLANDS CAPITAL STRATEGIES BD, LP",869696,909 MONTGOMERY ST. 4TH FLOOR, ,SAN FRANCISCO,CA,94133
3228,1657004,"SIXTH STREET BD, LLC",869697,888 SEVENTH AVENUE,34TH FLOOR,NEW YORK,NY,10106
3229,1657387,LAMBERSON CAPITAL LLC,869698,"71 S. WACKER, SUITE 2300", ,CHICAGO,IL,60606
3230,1657672,"HILCO CORPORATE FINANCE, LLC",869699,"5 REVERE DRIVE, SUITE 300", ,NORTHBROOK,IL,60062
3231,1657834,"CARTA SECURITIES, LLC",869701,333 BUSH STREET,FLOOR 23 SUITE 2300,SAN FRANCISCO,CA,94104
3232,1657974,J.P. MORGAN PRIME INC.,869703,1111 POLARIS PARKWAY,FLOOR 2J,COLUMBUS,OH,43240
3233,1657975,"CSNR SERVICES, LLC",869704,6100 RED HOOK QTR #2,STE A2-3,ST. THOMAS,VI,00802
3234,1658090,GENERAL WELLINGTON CAPITAL LLC,869705,"295 MADISON AVENUE, 43RD FLOOR", ,NEW YORK,NY,10017
3235,1659056,"YUKI-CO, LLC",869709,2173 WALKER LANE, ,SALT LAKE CITY,UT,84117
3236,1659439,FLOW TRADERS U.S. INSTITUTIONAL TRADING LLC,869711,1114 AVENUE OF THE AMERICAS,4TH FLOOR,NEW YORK,NY,10036
3237,1660087,"WATCHDOG CAPITAL, LLC",869712,"6250 SHILOH ROAD, SUITE 30", ,ALPHARETTA,GA,30005
3238,1661001,WALLER HELMS SECURITIES LLC,869713,205 W. WACKER DRIVE,SUITE 2000,CHICAGO,IL,60606
3239,1661002,BURPEE DEL SIMONE CAPITAL MARKETS LLC,869714,"75 ARLINGTON STREET, SUITE 500", ,BOSTON,MA,02116
3240,1661003,"LGA CAPITAL CRE, LLC",869715,6110 EXECUTIVE BOULEVARD SUITE 1050, ,ROCKVILLE,MD,20852
3241,1661652,"BULL MARKET SECURITIES, INC.",869718,175 SW 7TH STREET,SUITE 1405,MIAMI,FL,33130
3242,1661945,"BRG CAPITAL ADVISORS, LLC",869719,517 HAGAN STREET, ,NASHVILLE,TN,37203
3243,1661994,ROBUS CAPITAL PARTNERS LLC,869721,301 RECINTO SUR STREET STE 204, ,SAN JUAN,PR,00901
3244,1662919,"OCEAN PARK SECURITIES, LLC",869722,"5200 WEST CENTURY BLVD, SUITE 420", ,LOS ANGELES,CA,90045
3245,1663189,EMU SECURITIES LLC,869725,"39 BROADWAY SUITE 3300, ROOM 9", ,NEW YORK,NY,10006-3019
3246,1663261,"BFIN FINANCIAL SERVICES, LLC",869727,440 S. LASALLE ST. STE. 900, ,CHICAGO,IL,60605
3247,1663262,ASTOR RIDGE N.A. LLP,869728,12 EAST 49TH STREET,SUITE 10-125,NEW YORK,NY,10017
3248,1663996,ARKADIOS CAPITAL,869729,309 EAST PACES FERRY ROAD,SUITE 1000,ATLANTA,GA,30305
3249,1664323,"BROWN BROTHERS HARRIMAN INVESTMENTS, LLC",869731,140 BROADWAY, ,NEW YORK,NY,10005-1108
3250,1664778,"FIRST SOUTHERN, LLC",869733,"8 CALLE#1, STE 401", ,GUAYNABO,PR,00968-1772
3251,1664779,ACCEPTUS CAPITAL CORP.,869734,510 BROADHOLLOW ROAD SUITE 104, ,MELVILLE,NY,11747
3252,1666653,"TRADEZERO AMERICA, INC.",869736,68 34TH STREET,SUITE 513B,BROOKLYN,NY,11232
3253,1667858,FUTU INC,869739,"720 UNIVERSITY AVENUE, SUITE 100",ATTEN: E. GARCELON,PALO ALTO,CA,94301
3254,1668087,"CRB SECURITIES, LLC",869740,400 KELBY STREET,14TH FLOOR,FORT LEE,NJ,07024
3255,1668629,DISTRIBUTED TECHNOLOGY MARKETS LLC,869743,535 FIFTH AVE,16TH FLOOR,NEW YORK,NY,10017
3256,1668630,OWL ROCK CAPITAL SECURITIES LLC,869744,575 LEXINGTON AVENUE,21ST FLOOR,NEW YORK,NY,10022
3257,1669684,AMERICAN LEDGER ATS LLC,869749,862 PATRIOT DRIVE,#A,MOORPARK,CA,93021
3258,1670024,IQ CAPITAL (USA) LLC,869750,733 3RD AVENUE,16TH FLOOR,NEW YORK,NY,10017
3259,1670160,"MATTHEWS SOUTH, LLC",869751,"1700 SOUTH EL CAMINO REAL, SUITE 345", ,SAN MATEO,CA,94402
3260,1670331,BFIN SECURITIES US LLC,869752,"1114 6TH AVENUE, 22ND FLOOR",THE GRACE BUILDING,NEW YORK,NY,10036
3261,1670332,"EXCHANGERIGHT SECURITIES, LLC",869753,"1055 E. COLORADO BLVD., SUITE 310", ,PASADENA,CA,91106
3262,1670449,"TOPCAP PARTNERS, INC.",869755,"63 MAIN STREET, SUITE 202", ,SOUTHAMPTON,NY,11968
3263,1670539,RIALTO MARKETS LLC,869756,39 BROADWAY,SUITE 3300,NEW YORK,NY,10006
3264,1670763,MIDDLEMARCH SECURITIES LLC,869758,700 CANAL ST.,"BUILDING 1, FLOOR 1, SUITE 148",STAMFORD,CT,06902
3265,1670928,COMCAP LLC,869759,77 VAN NESS AVENUE,SUITE 203,SAN FRANCISCO,CA,94102
3266,1671202,ARDEA PARTNERS LP,869761,10 HUDSON YARDS,40TH FLOOR,NEW YORK,NY,10001
3267,1671203,"GUOTAI JUNAN SECURITIES USA, INC.",869762,"630 FIFTH AVENUE, SUITE 1915", ,NEW YORK,NY,10111
3268,1671292,"CADIA CAPITAL ADVISORS, LLC",869763,"10 PEMBROKE PLACE, BALLSBRIDGE", ,DUBLIN 4,NY,D04 V1W6
3269,1671532,FRONTCOURT SECURITIES LLC,869764,180 MOUNT AIRY ROAD,SUITE 204,BASKING RIDGE,NJ,07920
3270,1672433,"MARKET SECURITIES, LLC",869765,85 BROAD STREET,17TH FLOOR,NEW YORK,NY,10004
3271,1673052,EQUITEQ SECURITIES LLC,869767,122 EAST 42ND STREET,SUITE 3500,NEW YORK,NY,10168
3272,1673412,VNTR SECURITIES LLC,869768,"152 MADISON AVENUE, 7TH", ,NEW YORK,NY,10016
3273,1673501,"ASCENDANT ALTERNATIVE STRATEGIES, LLC",869769,777 WESTCHESTER AVE,SUITE 105,WHITE PLAINS,NY,10604
3274,1673502,CROTON LIQUID MARKETS LLC,869770,330 MADISON AVENUE,8TH FLOOR,NEW YORK,NY,10017
3275,1673992,"SEXTANT SECURITIES, LLC",869772,"39 BROADWAY, SUITE 3300, ROOM 12",ROOM #12,NEW YORK,NY,10006
3276,1674053,"PENSIONMARK SECURITIES, LLC",869773,24 EAST COTA STREET, ,SANTA BARBARA,CA,93101
3277,1674055,FOLIONET FINANCIAL LLC,869775,"1221 BRICKELL AVENUE, SUITE 900", ,MIAMI,FL,33131
3278,1674294,"CALAMAR FINANCIAL GROUP, LLC",869777,"3949 FOREST PARKWAY, SUITE 300", ,WHEATFIELD,NY,14120
3279,1674438,NEW HARBOR VENTURE PARTNERS LLC,869779,215 MORRIS AVENUE,SUITE 7,SPRING LAKE,NJ,07762
3280,1674710,GLOBAL SHARES FINANCIAL SERVICES INC.,869780,111 TOWN SQUARE PLACE,"8TH FLOOR, STE. 880",JERSEY CITY,NJ,07310
3281,1675365,"BOFA SECURITIES, INC.",869787,222 BROADWAY,NY3-222-12-05,NEW YORK,NY,10038
3282,1675366,"JP DERIVATIVES, LLC",869788,C/O ACCOUNTING & COMPLAINCE INTERNATIONA,40 WALL ST.,NEW YORK,NY,10005
3283,1675367,"CITI PRIVATE ADVISORY, LLC",869789,388 GREENWICH STREET,29TH FLOOR,NEW YORK,NY,10013
3284,1675797,"GORDON DYAL & CO., LLC",869791,"152 WEST 57TH STREET, 39TH FLOOR", ,NEW YORK,NY,10019
3285,1675798,ETFMG FINANCIAL LLC,869792,30 MAPLE STREET #2, ,SUMMIT,NJ,07901
3286,1675888,ELEVATE CAPITAL LLC,869793,"1200 BRICKELL AVE, SUITE 1950", ,MIAMI,FL,33131
3287,1676691,"LEONIS SECURITIES, LLC",869797,230 PARK AVE,3RD FLOOR,NEW YORK,NY,10169
3288,1676979,GREYSTONE BROKER DEALER CORP,869800,"152 W. 57TH ST., FL 60", ,NEW YORK,NY,10019
3289,1677161,UMERGENCE LLC,869801,"1224 MILL STREET, BUILDING B", ,EAST BERLIN,CT,06023
3290,1678092,INCENTER SECURITIES GROUP LLC,869803,489 FIFTH AVENUE,11 FLOOR,NEW YORK,NY,10017
3291,1678451,"BLOOM SECURITIES, LLC",869805,"21500 BISCAYNE BLVD., SUITE 403", ,AVENTURA,FL,33180
3292,1679010,"MENALTO ADVISORS, LLC",869806,2550 HANOVER STREET, ,PALO ALTO,CA,94304-1115
3293,1679011,BUCKLER SECURITIES LLC,869807,"3001 OCEAN DRIVE, SUITE 201", ,VERO BEACH,FL,32963
3294,1679990,"ABEL NOSER, LLC.",869809,"ONE BATTERY PLAZA, #6", ,NEW YORK,NY,10004
3295,1680133,CROWDFUNDER FINANCIAL SERVICES INC.,869810,5757 WILSHIRE BOULEVARD,SUITE 370,LOS ANGELES,CA,90036
3296,1681288,"BLUESQUARE CAPITAL ADVISORS, LLC",869814,15 SHOOKVILLE RD., ,MILAN,NY,12571
3297,1681496,"EFG-HERMES USA, INC.",869816,"3 COLUMBUS CIRCLE, 15TH FLOOR",SUITE 1604,NEW YORK,NY,10019
3298,1681732,LSH PARTNERS SECURITIES LLC,869817,152 WEST 57TH STREET, ,NEW YORK,NY,10019
3299,1681734,280 SECURITIES LLC,869819,506 2ND AVE,STE 1400,SEATTLE,WA,98104
3300,1681735,SAF FINANCIAL SECURITIES LLC,869820,212 WARREN STREET,APT 3G,NEW YORK,NY,10282
3301,1682074,"TFA SECURITIES, INC.",869822,"201 CONTINENTAL BLVD., SUITE 110", ,EL SEGUNDO,CA,90245
3302,1682950,ARCADIA CAPITAL PARTNERS LLC,869825,2355 EAST CAMELBACK ROAD,SUITE 210,PHOENIX,AZ,85016
3303,1683385,"FINANCIAL ADVOCATES SECURITIES, LLC",869827,1601 COOPER POINT RD NW, ,OLYMPIA,WA,98502
3304,1683671,"SPRINKLEBROKERAGE, INC.",869828,"116 OGDEN AVE., 3A", ,JERSEY CITY,NJ,07307
3305,1683672,"ANNEXUS SECURITIES, LLC",869829,16767 N. PERIMETER DRIVE,SUITE 320,SCOTTSDALE,AZ,85260
3306,1683784,"GPP SECURITIES, LLC",869832,"165 MASON STREET, 3RD FLOOR", ,GREENWICH,CT,06830
